Pathway	RL509-mf	RL511-mf	RL514-mf	RL516-mf	RL518-mf	RL528-mf	RL568-mf	RL569-mf	RL573-mf	RL585-mf	RL591-mf	RL601-mf	RL605-mf	RL606-mf	RL607-mf	RL610-mf	RL613-mf	RL616-mf	RL627-mf	RL628-mf	RL641-mf	RL651-mf	RL654-mf	RL656-mf	RL659-mf	RL663-mf	RL665-mf	RL667-mf	RL668-mf	RL679-mf	RL680-mf	RL682-mf	RL683-mf	RL686-mf	RL691-mf	RL693-mf	RL700-mf	RL703-mf	RL704-mf	RL725-mf
PWY-7434: terminal O-glycans residues modification (via type 2 precursor disaccharide)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36376	0	0	0	0	0	0	0	0	0	0	0	0	10.2524	0	0	1.56332	0	0
PWY-7446: sulfoquinovose degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95088
PWY-7456: &beta;-(1,4)-mannan degradation	0	54.8169	0	0	23.1764	11.4615	7.15206	0	30.4749	30.0744	0	56.2288	8.58768	0	0	11.3053	18.3114	16.1769	38.5299	55.3061	17.3624	32.1583	7.08768	54.2426	42.6514	0	10.0812	40.6609	33.5488	8.39688	89.5008	78.9542	46.4411	61.2794	66.7609	34.344	37.1671	5.42032	29.8057	45.6999
PWY-7511: protein ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II	0	43.0703	13.4766	27.1625	57.4033	0	14.2117	33.7505	85.368	13.4203	83.7982	25.4981	24.0062	43.8365	32.7143	35.7075	42.2987	60.8245	63.9192	308.969	57.8797	147.419	93.0549	86.3869	176.561	35.0601	80.8078	84.6597	105.888	33.6613	91.9618	61.9883	176.757	148.357	308.525	72.2794	126.053	152.679	106.772	287.327
PWY-7616: methanol oxidation to carbon dioxide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14617	0	0	0	0	3.42977
PWY-7663: gondoate biosynthesis (anaerobic)	15.3686	56.057	7.66729	24.9205	49.2488	8.83001	51.2523	150.038	86.1603	122.202	139.54	48.1549	20.7734	32.4539	63.9835	41.4682	53.8477	23.6647	186.723	412.059	143.806	198.622	37.2802	169.22	125.021	37.9796	59.9368	64.6689	88.1392	34.5535	188.688	128.306	82.6225	253.238	239.144	78.832	83.2496	382.281	117.322	228.986
PWY-7664: oleate biosynthesis IV (anaerobic)	10.3834	0	0	20.7974	21.7645	0	8.87661	108.406	0	0	55.0608	0	0	0	8.01351	1.33358	13.69	0	44.891	8.56459	1.24897	120.732	0	21.0572	0	0	24.2511	4.0472	0	13.4009	19.1877	25.8835	10.797	0	54.9901	15.3585	41.0017	365.379	79.3828	116.493
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12418
PWY-7731: superpathway of photosynthetic hydrogen production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255356	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	0	15.5972	0	9.12075	8.80041	0	5.11584	11.5531	13.809	6.96213	7.48733	31.7005	0	0	0	10.7439	9.32096	10.2307	8.58015	34.3549	18.5171	30.0297	0	22.5689	43.8727	11.6603	18.0131	14.5246	0	4.05558	23.8751	13.4982	33.1068	50.7862	80.7514	5.3532	29.8382	43.0925	23.8024	89.0081
PWY-7783: plasmalogen degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44469
PWY-7790: UMP biosynthesis II	9.57904	234.69	0	5.37317	136.76	14.0576	40.3215	14.2706	251.099	126.458	155.337	207.864	13.3637	65.5284	37.673	53.0561	74.6384	88.0893	283.364	631.707	118.656	162.763	61.6589	194.564	150.274	36.8214	74.6451	98.5063	138.722	43.3678	361.505	274.279	201.459	986.065	386.812	119.237	146.733	92.4548	92.9853	369.118
PWY-7791: UMP biosynthesis III	9.57904	234.69	4.54534	5.37317	136.76	14.0576	40.3215	6.85172	251.099	126.458	155.337	207.864	13.3637	65.5284	37.673	53.0561	74.6384	88.0893	283.364	631.707	118.656	162.763	61.6589	194.564	150.274	36.8214	74.6451	98.5063	138.722	43.3678	361.505	274.279	201.459	986.065	386.812	119.237	146.733	92.4548	92.9853	369.118
PWY-7805: (aminomethyl)phosphonate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.620267
PWY-7807: glyphosate degradation III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.559841
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30177	0	0	0	0	7.41552
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	0	86.245	0	28.6688	59.9813	9.86423	27.2696	10.5852	126.527	79.4506	119.782	153.903	20.3816	34.8997	27.445	41.1044	42.2053	38.2691	166.511	358.45	98.1065	118.471	47.9143	122.51	130.187	16.4928	60.4163	63.7314	113.504	33.8067	193.596	139.098	141.772	418.791	329.699	68.5611	120.199	74.7395	102.227	319.444
PWY-7858: (5Z)-dodecenoate biosynthesis II	0	0	0	0	5.34434	0	0	54.3006	0	0	4.30674	0	0	0	0	0	0	0	0	0	0	23.6681	0	0	0	0	0	0	0	0	3.23421	0	0	0	5.37056	3.38747	2.85716	133.32	5.55357	11.5422
PWY-7873: D-erythronate degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1136
PWY-7874: L-threonate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1136
PWY-7883: anhydromuropeptides recycling II	0	0	0	1.07567	0	0	0	2.42928	0	0	0	0	0	0	0	3.19974	0	0	0	0	0	4.65796	0	0	0	0	0	0	0	0	3.08382	0	0	0	3.46961	0	0	42.6907	0	8.33574
PWY-7942: 5-oxo-L-proline metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.3751	0	0	0	0	0	0	2.67204	0	0	0	0	0	10.3897	0	6.85664	16.7048	18.1484	31.3176
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	8.87523	143.07	0	33.7446	88.372	8.16081	33.9124	31.1185	174.16	101.398	113.308	221.666	14.9075	49.0703	35.219	52.5368	91.7685	88.1917	212.59	405.875	109.746	160.193	46.3751	164.658	135.981	39.2746	64.2351	54.5063	114.139	46.7347	258.449	217.464	178.583	646.377	362.003	68.2679	144.254	158.672	84.0548	402.608
PWY-7977: L-methionine biosynthesis IV	23.8456	230.541	6.15442	34.2823	135.737	21.1746	34.5422	23.8407	164.931	184.534	108.689	236.392	24.2062	107.583	45.2268	58.8021	81.3645	83.407	211.462	500.475	178.474	225.772	71.6934	184.771	139.452	35.6208	77.1115	80.2386	107.955	53.9316	351.583	217.319	120.326	593.106	291.323	131.526	165.644	123.39	93.0826	281.871
PWY-7992: superpathway of menaquinol-8 biosynthesis III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5392	12.106	0	0	0	0	0	0
PWY-8004: Entner-Doudoroff pathway I	20.4098	31.2246	0	40.7729	0	23.5445	16.3795	73.8383	22.2062	43.4055	32.4875	32.7146	11.3102	36.927	30.9155	36.1542	49.8647	63.4588	282.873	71.4571	78.7836	119.704	0	249.932	42.2353	48.2939	43.5108	34.9477	36.3183	32.3396	75.8327	113.113	36.4823	69.8283	86.3534	46.7492	85.2289	293.995	131.796	73.9872
PWY-801: homocysteine and cysteine interconversion	0	0	0	5.67989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12382	0	0	0	0	0	0	0	0	0	0	0	0	0.35274	0	0	8.74573	1.53818	7.54844
PWY-8073: lipid IVA biosynthesis (P. putida)	0	0	0	11.6994	0	0	4.13545	17.8653	0	2.83453	30.7658	0	0	0	0	9.22328	4.88197	0	15.6459	4.8964	0	54.8798	2.37543	16.4578	7.53403	0	15.7893	11.991	22.9585	5.0073	5.3533	10.8674	0	0	32.0008	9.78342	28.7347	111.079	34.3924	44.2632
PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16667
PWY-8112: factor 420 biosynthesis I (archaea)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45252
PWY-8113: 3PG-factor 420 biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45252
PWY-8131: 5'-deoxyadenosine degradation II	0	13.2629	0	4.36679	21.2893	0	4.48491	0	11.5419	9.73395	5.62402	8.40125	3.3274	0	11.4048	9.03933	3.5231	4.05479	12.4387	5.79725	0	19.1624	2.78575	27.7326	10.7794	0	6.03674	14.0599	7.12156	2.70754	19.2053	17.6321	13.0255	62.5549	25.1718	6.01594	14.8198	7.31624	12.5101	16.4614
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	39.4014	287.186	23.6938	87.8511	274.78	104.056	96.7017	85.0493	458.511	278.757	166.001	497.941	66.2859	66.3422	63.2285	92.0076	128.153	155.749	549.825	1257.26	339.482	318.584	86.4466	450.231	220.528	52.1518	126.293	216.509	168.095	73.4297	497.18	359.147	204.916	791.487	219.343	224.873	268.377	370.218	155.618	244.256
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	5.16341	15.7171	11.4607	11.879	89.8113	16.2092	14.6696	45.7581	29.53	51.1773	83.8511	27.8853	12.6475	23.1655	26.2594	20.1498	51.7781	25.0983	94.0893	112.406	83.1475	207.874	0	121.103	52.5215	19.3374	25.4506	37.5134	24.8181	24.8381	56.3463	69.351	68.6353	213.458	166.239	30.391	10.6951	105.09	78.6344	149.302
PWY-8188: L-alanine degradation VI (reductive Stickland reaction)	0	0	0	0	0	0	0	0	0	5.361	0	0	0	0	0	4.11323	0	0	0	0	0	8.65512	0	0	14.2068	0	5.84982	0	11.8646	0	34.1766	4.56602	0	7.5813	10.6949	0	11.3937	4.74324	6.19296	0
PWY-8189: L-alanine degradation V (oxidative Stickland reaction)	0	0	0	0	0	0	0	0	0	5.361	0	0	0	0	0	4.11323	0	0	0	0	0	8.65512	0	0	14.2068	0	5.84982	0	11.8646	0	34.1766	4.56602	0	7.5813	10.6949	0	11.3937	4.74324	6.19296	0
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	0	0	0	0	0	0	0	0	0	0	7.24362	0	0	0	0	0	0	0	0	0	0	8.01444	0	0	0	5.34918	0	0	0	0	9.26008	0	0	0	0	0	0	0	1.51641	0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0	0	0	7.73093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76596	0	0	0	0	0	0	0	5.69786	0	0	0	0	11.8172	0	0	54.4272	8.36678	28.0905
PWY-822: fructan biosynthesis	0	0	0	0	0	2.18267	2.33449	0	0	0	0	0	4.49626	0	0	0	0	0	0	2.63642	6.20849	0	0	0	0	2.43368	0	2.55575	0	0	9.02705	0	1.34675	0	0	0	0	1.60313	0	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	10.36	83.1467	11.4056	31.5994	81.5949	13.6708	41.1717	34.1183	79.7951	125.414	197.614	146.05	20.8418	62.617	44.1051	60.6462	56.8291	62.0479	240.665	522.972	160.279	219.373	23.2685	174.923	102.228	28.6404	82.9126	96.2106	112.638	54.0849	167.056	206.148	91.8751	1116.04	249.588	130.091	123.448	149.194	119.16	270.953
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69028	0	0	0	0	0	0	0	0	3.08988	0	0	0	0	0	0	2.80312	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	0	0	0	13.6597	8.57318	0	0	25.4529	0	1.58575	0	9.19519	7.62127	0	21.8024	3.69455	0	0	22.9781	9.9689	6.81942	42.9599	6.05202	31.0725	19.7148	0	0	12.14	9.19514	7.52437	30.9177	5.45549	38.4517	33.849	42.4613	18.3182	31.1271	73.0697	9.14828	83.1005
PWY0-1061: superpathway of L-alanine biosynthesis	0	0	0	0	0	0	0	18.3567	11.1066	4.21268	2.39186	0	0	0	11.6383	7.37984	0	0	2.80386	0	0	6.6511	0	7.85369	15.7937	5.63076	9.72869	0	46.2856	0	39.5039	3.26231	30.7481	5.75935	22.6793	0	18.8356	42.2113	4.19523	22.0138
PWY0-1221: putrescine degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.729816	2.39094
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0	5.21996	0	1.27618	10.9884	0	0	9.49651	0	3.66633	20.0485	0	0	5.84979	0	0.534013	4.21668	0	3.8349	13.2663	3.31108	13.1725	0	16.7913	0	6.21556	2.33858	4.23704	3.6064	0	5.34524	2.62318	11.4641	8.67925	19.4761	4.31631	3.97006	30.3081	8.92754	18.8314
PWY0-1261: anhydromuropeptides recycling I	0	0	0	5.64628	0	0	0	2.42928	0	5.20277	6.86107	0	0	0	0	3.19974	0	0	0	0	0	17.5116	0	0	14.9869	0	4.51122	9.21188	20.4401	4.96429	10.1258	0	0	0	17.6999	5.84555	9.55537	64.2617	23.2026	46.2909
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.5513	0	0	0	4.52209	2.15845	0	0	0	0	0	0	0	5.25135	0	15.6236	3.37025	14.0423	10.3698
PWY0-1296: purine ribonucleosides degradation	29.3009	130.657	35.7102	143.014	93.9891	22.0311	67.5503	39.3616	149.306	113.001	157.558	193.194	29.2225	98.0824	77.5906	53.445	102.12	86.5698	322.589	225.335	146.6	260.814	81.7879	285.787	183.465	72.8355	114.399	148.253	148.631	68.4555	231.336	243.167	234.638	582.521	338.324	137.607	153.999	328.759	240.366	352.804
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0	10.1418	0	15.6303	72.9469	0	19.3341	0	38.3971	18.5811	17.3019	24.5751	0	10.3469	0	13.8808	0	17.948	44.9678	0	28.0102	183.824	36.7762	63.1515	25.3703	14.5886	25.5661	29.3094	16.8437	7.4374	61.719	26.2014	26.2691	66.4007	51.6196	28.4194	38.0613	59.3065	58.23	89.4946
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0	5.17855	0	11.0853	15.1229	0	0	16.2387	32.1548	17.3101	13.7881	22.106	0	6.26827	6.18525	10.5634	0	10.3815	38.9294	0	14.0323	120.485	0	28.8152	4.48137	11.6155	13.758	21.4535	16.3209	0	40.0783	18.5612	16.0206	47.9572	7.95212	16.5823	27.9556	141.96	49.075	41.6832
PWY0-1319: CDP-diacylglycerol biosynthesis II	13.1549	142.638	0	34.9647	96.3142	11.9826	44.5934	41.3995	128.869	99.0357	137.8	176.484	10.3534	48.6283	49.667	46.5289	61.1671	44.0986	200.457	294.926	106.734	127.11	72.4425	179.299	175.535	15.9093	64.8796	71.6668	127.523	48.0017	211.042	204.838	158.54	434.271	361.192	94.6238	138.36	173.807	67.4607	344.054
PWY0-1337: oleate &beta;-oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19303	0	0	55.5892	0	2.31057
PWY0-1338: polymyxin resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45231	0	0	6.82786	0	7.28612
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0	0	0	0	0	0	0	4.02837	0	0	0	0	0	0	0	0	0	0	0	0	0	4.62104	0	0	0	0	0	0	0	0	0	0	0	0	1.73041	0	0	35.132	4.3632	10.1334
PWY0-1477: ethanolamine utilization	0	14.3183	0	8.5799	84.0027	0	0	0	29.2145	14.907	11.7016	19.5956	4.34827	7.0191	0	9.98622	0	17.789	31.5215	8.03119	22.4112	184.493	0	45.6951	7.7552	10.3565	13.1338	36.1336	11.3104	0	72.4158	27.5291	13.9112	63.867	14.8286	12.1022	26.4246	43.2179	44.2133	85.4118
PWY0-1479: tRNA processing	0	0	0	12.3736	0	0	11.7977	70.1489	0	0	17.8384	0	0	0	0	0	0	0	22.0643	0	0	39.5793	3.5321	0	20.561	0	6.79589	0	0	0	8.17103	9.20835	0	6.70863	21.8388	13.4329	14.4214	182.009	33.8907	55.6662
PWY0-1533: methylphosphonate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32233
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	4.37207	55.2906	12.149	24.1399	7.47775	7.68101	10.7815	87.7599	40.3868	67.9408	61.8363	83.0294	3.70142	16.8788	11.7613	25.5549	14.3203	11.9896	84.5643	222.455	49.7893	198.13	38.8799	100.841	89.8236	35.5288	92.6646	48.8554	123.142	26.6673	111.973	45.1246	119.488	191.713	334.798	37.3296	127.094	328.149	144.11	310.197
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	8.57465	99.8648	0	7.14288	81.4158	0	22.6811	8.11623	70.3045	48.4321	36.9137	41.6547	14.6876	33.2169	16.8582	50.0454	60.6434	46.5562	82.2202	210.612	0	101.152	26.1588	116.041	58.34	29.534	36.5916	58.3881	37.0148	27.8655	122.606	96.1567	45.1564	110.88	108.363	84.6965	92.9235	34.9506	52.5053	113.656
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0	0	0	0	0	0	0	10.1969	0	0	0	0	0	0	0	0	0	0	2.20855	0	0	2.60258	0	0	0	0	0	2.49466	0	6.10992	0	0	0	0	7.85988	0	0	64.3954	3.38501	49.2661
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24854	0	0	0	1.41985	0	2.4109	0	0	3.82637	2.24974	12.3305
PWY0-321: phenylacetate degradation I (aerobic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720046
PWY0-41: allantoin degradation IV (anaerobic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09364
PWY0-42: 2-methylcitrate cycle I	0	0	0	0	0	0	0	52.2968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73214	0	0	2.19944	0	10.0502
PWY0-461: L-lysine degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12138	0	2.4315
PWY0-781: aspartate superpathway	0	0	0	0	0	0	0	6.67282	0	0	0	0	0	0	0	0	0	0	0	0	0	19.315	0	0	0	0	0	0	0	0	0	0	0	11.1358	13.7768	0	0	48.5181	4.40217	45.9766
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	4.03562	0	0	4.36104	0	0	12.63	21.3493	0	4.02208	15.1196	0	0	0	12.5387	0	5.73882	0	16.5452	7.05078	5.23855	90.2143	0	39.8786	21.7427	5.42551	21.62	16.8897	39.2232	11.5225	19.1294	34.3598	0	0	59.1816	7.16458	0	135.316	37.3634	77.8007
PWY0-862: (5Z)-dodecenoate biosynthesis I	9.68492	0	0	19.8699	19.6445	0	7.81583	99.4088	0	0	49.8637	0	0	0	6.95727	1.14755	12.1947	0	39.4732	7.36198	1.07104	111.039	0	18.3321	0	0	21.6382	3.48777	0	11.8543	16.6959	22.8127	9.42826	0	48.7177	13.4699	37.441	351.277	74.5401	107.229
PWY1ZNC-1: assimilatory sulfate reduction IV	0	0	0	4.30132	0	0	0	10.7628	25.7648	10.2436	0	0	0	0	0	0	0	0	4.86267	16.1602	0	27.753	0	0	7.5442	0	0	4.16361	24.0336	3.7897	3.59527	3.11648	11.2103	0	20.8001	3.13881	4.48814	136.638	4.06151	16.5708
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	0	0	0	0	0	0	0	10.2723	0	0	0	5.78104	0	0	0	0	6.35188	0	0	16.65	0	10.354	0	22.4022	2.8992	0	0	8.27788	0	8.38978	32.8115	0	0	2.95903	5.91284	5.25228	0	37.9508	9.2745	16.3744
PWY490-3: nitrate reduction VI (assimilatory)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98185	0	0	2.14028	0	0	0	0	0	0	0	0	0	0	0	7.53802	0	0	0	0	3.99595	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0	25.1413	0	8.93614	21.4149	0	0	34.1908	0	8.65391	24.9182	18.9072	0	0	14.8538	6.61357	6.27471	0	8.53409	25.5828	0	28.1734	14.1418	8.61636	25.7251	15.5073	4.62289	5.44397	56.5414	12.0975	29.5243	7.27723	19.0576	108.09	143.926	0	22.7453	119.949	50.8885	179.137
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0	25.1413	0	8.93614	21.4149	0	0	34.1908	0	8.65391	24.9182	18.9072	0	0	14.8538	6.61357	6.27471	0	8.53409	25.5828	0	28.1734	14.1418	8.61636	25.7251	15.5073	4.62289	5.44397	56.5414	12.0975	29.5243	7.27723	19.0576	108.09	143.926	0	22.7453	119.949	50.8885	179.137
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0	4.79351	0	0	0	0	0	0	6.08555	12.2753	14.0827	20.0872	0	8.10008	0	7.42304	0	11.8677	20.2042	0	0	121.945	0	30.8443	3.14296	9.09962	10.4843	19.9246	11.3189	0	51.3512	21.8444	15.3466	22.2285	14.11	14.0635	19.9094	47.32	45.6228	32.3265
PWY66-367: ketogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-389: phytol degradation	0.437551	0	0	0	0.41082	0	0	11.3629	0	21.4179	0.502298	0	3.52279	0	0	13.4407	0	0	0.18203	0	0	6.38864	0	0	0	0	0	3.20667	0	0.149283	19.5409	0	0	11.4599	0.611794	0.323109	0.123998	10.9357	1.25038	17.2013
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0	0	0	0	0	0	0	0	0	2.07792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.60692	0	0	0	0	0	0	88.3313	0	0
PWY66-399: gluconeogenesis III	28.1306	47.8406	23.0663	0	103.733	0	54.2114	51.9625	41.9205	68.9062	29.5243	65.1492	55.3588	76.9137	59.8634	49.414	79.997	82.446	125.502	32.6669	87.3428	86.2109	23.0049	164.91	83.3465	41.1681	123.939	150.056	70.4246	38.2785	192.821	186.923	66.5131	119.213	92.2132	79.8063	84.1861	78.1417	19.9458	112.491
PWY66-409: superpathway of purine nucleotide salvage	0	24.8536	0	0	24.6154	0	31.9321	0	19.3789	26.8906	0	11.4029	0	0	0	14.1124	0	39.1717	46.106	0	24.0742	58.9117	28.3564	43.4344	52.699	20.3786	51.1009	33.3463	21.1756	17.7353	9.35706	17.8611	53.5735	96.4309	111.894	59.491	33.7484	89.427	52.8847	169.877
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	15.377	110.564	11.7028	24.4426	65.6242	7.33273	67.6117	159.413	152.553	118.287	154.189	64.5852	10.0667	26.9071	43.8516	41.8935	67.326	53.9932	227.648	756.221	113.995	229.184	69.6081	199.694	186.32	42.9212	84.5977	60.2701	122.938	50.961	319.605	173.381	148.383	688.982	314.962	98.599	134.373	446.192	138.168	329.455
PWY66-430: myristate biosynthesis (mitochondria)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34125	0	0	0	0	15.7787
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	0	0	0	0	0	0	0	11.288	0	0	0	7.47209	0	0	0	0	6.70813	0	0	18.3889	0	12.1727	0	20.6052	3.93259	0	0	8.71538	0	4.55141	24.8105	0	0	4.02945	7.97007	4.73641	0	40.5789	10.8627	20.8454
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	7.13779	73.2214	0	4.02046	12.422	8.38442	16.1445	24.7339	69.1008	46.64	67.5371	69.8159	11.1639	30.4794	34.585	25.1785	31.9021	27.3436	93.627	238.127	72.1298	95.9234	33.9339	75.4935	92.4205	15.8556	42.8619	42.8635	81.5704	29.8387	107.012	86.0074	93.7981	247.064	244.538	37.9018	56.7749	60.0671	66.291	261.617
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	8.99999	0	0	11.2417	0	0	11.0068	31.7854	0	3.28644	28.5913	0	0	0	12.6574	4.92198	5.34606	0	14.8664	5.78368	18.4701	77.4343	0	29.8328	18.0006	5.10023	20.2555	20.837	34.4519	13.9855	17.0245	28.7377	0	0	52.4555	17.6966	7.89206	125.749	33.5264	64.0719
REDCITCYC: TCA cycle VI (Helicobacter)	0	0	0	4.75648	0	0	3.05717	0	0	0	0	0	0	0	0	3.45208	3.96813	0	0	0	0	34.0901	5.53531	0	0	0	9.16466	9.38177	0	3.39663	10.7079	7.30134	0	5.44693	2.0388	6.6317	5.69591	25.8036	8.70082	9.60691
RHAMCAT-PWY: L-rhamnose degradation I	0	26.882	0	20.3994	11.6825	0	6.13115	0	74.957	147.172	52.3032	12.7478	4.28196	11.8634	0	18.6254	14.854	17.5444	58.1292	73.2565	225.99	69.997	23.8	79.6707	39.0355	7.25356	25.0318	12.7823	36.0658	18.8167	56.3021	60.0295	38.5232	27.6443	108.001	44.0929	59.4694	14.4384	63.071	127.771
